,N,Посада,Загальний досвід роботи,Досвід роботи на поточному місці,Зарплата на місяць,Зміна зарплати за 12 місяців,Місто,Розмір компанії,Тип компанії,Стать,Вік,Освіта,Ще студент,Рівень англійської,Дата заповнення,User.Agent,exp,current_job_exp,salary,Мова програмування
8244,8245,Software Engineer,2,0.5,1800,900,Київ,до 10 осіб,Продуктова,чоловіча,27,Неповна Вища,False,Intermediate (середній),06/07/2017 21:13:11,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",2.0,0.5,1800,C#/.NET
8245,8246,Software Engineer,3,1.5,1000,200,Харків,до 50 осіб,Продуктова,чоловіча,23,Вища,True,Intermediate (середній),06/07/2017 21:27:01,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,1.5,1000,PHP
8246,8247,Junior Software Engineer,0.5,0.5,700,0,Харків,більше 1000 осіб,Аутсорсингова,чоловіча,27,Вища,False,Intermediate (середній),06/07/2017 21:37:04,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",0.5,0.5,700,JavaScript
8248,8249,Senior Software Engineer,6,2,3800,500,Інше,більше 1000 осіб,Продуктова,чоловіча,26,Вища,False,Upper-Intermediate (вище середнього),06/07/2017 21:42:18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.81 Safari/537.36",6.0,2.0,3800,Scala
8249,8250,Software Engineer,5,3,1650,0,Дніпро,більше 1000 осіб,Продуктова,чоловіча,30,Вища,False,Pre-intermediate (нище середнього),06/07/2017 21:44:15,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0,5.0,3.0,1650,JavaScript
8250,8251,Software Engineer,4,1.5,2700,200,Інше,більше 1000 осіб,Аутсорсингова,жіноча,28,Вища,False,Intermediate (середній),06/07/2017 21:45:16,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",4.0,1.5,2700,SQL
8251,8252,Software Engineer,4,0.5,800,0,Київ,до 10 осіб,Стартап,чоловіча,28,Технікум / Коледж,False,Elementary (початковий),06/07/2017 21:45:55,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",4.0,0.5,800,PHP
8254,8255,Senior Software Engineer,5,2,2500,500,Київ,до 1000 осіб,Продуктова,чоловіча,27,Вища,False,Intermediate (середній),06/07/2017 22:10:45,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",5.0,2.0,2500,PHP
8255,8256,Junior Software Engineer,0.5,0.5,560,100,Харків,до 10 осіб,Інша,жіноча,21,Вища,True,Pre-intermediate (нище середнього),06/07/2017 22:11:42,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",0.5,0.5,560,PHP
8256,8257,Junior Software Engineer,0.5,0.25,450,0,Київ,до 10 осіб,Аутстафінгова,чоловіча,22,Неповна Вища,False,Upper-Intermediate (вище середнього),06/07/2017 22:15:48,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",0.5,0.25,450,PHP
8257,8258,Software Engineer,3,менше 3 місяців,1500,600,Харків,до 10 осіб,Продуктова,чоловіча,25,Вища,False,Advanced (просунутий),06/07/2017 22:16:26,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,0.0,1500,C++
8262,8263,Senior Software Engineer,8,2,4200,500,Київ,до 200 осіб,Аутсорсингова,чоловіча,31,Вища,False,Pre-intermediate (нище середнього),06/07/2017 22:38:31,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,8.0,2.0,4200,C#/.NET
8263,8264,Junior Software Engineer,1.5,0.25,180,10,Чернігів,до 10 осіб,Інша,чоловіча,35,Вища,False,Elementary (початковий),06/07/2017 22:40:30,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.5,0.25,180,JavaScript
8268,8269,Senior Software Engineer,10 і більше років,4,3700,700,Львів,до 1000 осіб,Аутсорсингова,чоловіча,34,Неповна Вища,False,Advanced (просунутий),06/07/2017 23:25:18,"Mozilla/5.0 (Linux; Android 7.0; SM-G955F Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.3071.125 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/131.0.0.32.69;]",10.0,4.0,3700,JavaScript
8271,8272,Senior Software Engineer,5,5,3300,200,Дніпро,до 200 осіб,Аутсорсингова,чоловіча,28,Вища,False,Intermediate (середній),06/07/2017 23:39:15,"Mozilla/5.0 (Linux; Android 4.2.2; GT-I9192 Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",5.0,5.0,3300,C++
8274,8275,Senior Software Engineer,9,9,3650,350,Вінниця,до 50 осіб,Продуктова,чоловіча,36,Вища,False,Elementary (початковий),06/07/2017 23:49:22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",9.0,9.0,3650,Java
8275,8276,Technical Lead,10 і більше років,1.5,4000,500,Київ,до 50 осіб,Аутстафінгова,чоловіча,33,Вища,False,Upper-Intermediate (вище середнього),06/07/2017 23:52:47,"Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13G36 Twitter for iPhone",10.0,1.5,4000,C#/.NET
8280,8281,Technical Lead,5,4,3000,1000,Одеса,до 200 осіб,Аутстафінгова,чоловіча,29,Неповна Вища,False,Intermediate (середній),07/07/2017 0:29:40,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) LinkedIn/9.7.6026 Version/10.0 Mobile/14F89 Safari/602.1",5.0,4.0,3000,Java
8283,8284,Software Engineer,2,2,1400,500,Львів,до 1000 осіб,Аутсорсингова,чоловіча,29,Вища,False,Intermediate (середній),07/07/2017 0:41:18,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0,2.0,2.0,1400,C
8284,8285,Senior Software Engineer,6,2,2500,300,Київ,до 200 осіб,Аутсорсингова,чоловіча,26,Вища,False,Upper-Intermediate (вище середнього),07/07/2017 1:07:17,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6.0,2.0,2500,C#/.NET
8285,8286,Senior Software Engineer,5,0.5,3900,1800,Харків,до 200 осіб,Продуктова,чоловіча,29,Вища,False,Intermediate (середній),07/07/2017 1:23:27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",5.0,0.5,3900,C#/.NET
8287,8288,Software Engineer,1.5,1.5,850,550,Івано-Франківськ,до 10 осіб,Аутстафінгова,чоловіча,24,Вища,False,Upper-Intermediate (вище середнього),07/07/2017 6:17:16,"Mozilla/5.0 (Linux; Android 5.1.1; Lenovo A6020a46 Build/LMY47V; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.3071.125 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/130.0.0.45.70;]",1.5,1.5,850,C#/.NET
8288,8289,Software Engineer,5,1.5,2000,200,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,31,Вища,False,Pre-intermediate (нище середнього),07/07/2017 6:46:13,Mozilla/5.0 (X11; Linux x86_64; rv:45.0) Gecko/20100101 Firefox/45.0,5.0,1.5,2000,C
8289,8290,Software Engineer,5,менше 3 місяців,7000,0,Віддалено,більше 1000 осіб,Продуктова,чоловіча,28,Вища,False,Upper-Intermediate (вище середнього),07/07/2017 7:31:08,"Mozilla/5.0 (Linux; Android 7.1.2; Pixel Build/NJH47B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.3071.125 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/131.0.0.32.69;]",5.0,0.0,7000,Java
8293,8294,Software Engineer,7,6,2700,300,Дніпро,до 200 осіб,Продуктова,чоловіча,28,Вища,False,Intermediate (середній),07/07/2017 8:23:51,"Mozilla/5.0 (Linux; Android 6.0; PRO 6 Build/MRA58K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/44.0.2403.130 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/130.0.0.45.70;]",7.0,6.0,2700,C#/.NET
8295,8296,Software Engineer,0.5,0.5,500,0,Київ,до 10 осіб,Продуктова,чоловіча,34,Дві вищих,False,Upper-Intermediate (вище середнього),07/07/2017 9:25:33,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G900FD Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36",0.5,0.5,500,Java
8296,8297,Technical Lead,10 і більше років,6,4000,500,Київ,до 1000 осіб,Продуктова,чоловіча,35,Технікум / Коледж,False,Intermediate (середній),07/07/2017 9:27:04,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",10.0,6.0,4000,C++
8297,8298,Software Engineer,3,1,2250,450,Київ,до 200 осіб,Продуктова,чоловіча,25,Вища,False,Upper-Intermediate (вище середнього),07/07/2017 9:28:04,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,1.0,2250,Objective-C
8298,8299,Software Engineer,3,3,1800,200,Київ,до 200 осіб,Продуктова,чоловіча,25,Вища,False,Upper-Intermediate (вище середнього),07/07/2017 9:28:34,"Mozilla/5.0 (Linux; Android 7.0; SM-G935F Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.3071.125 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/130.0.0.45.70;]",3.0,3.0,1800,C#/.NET
8299,8300,Software Engineer,3,3,1000,100,Одеса,до 50 осіб,Аутсорсингова,чоловіча,25,Вища,False,Intermediate (середній),07/07/2017 9:42:31,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",3.0,3.0,1000,PHP
8300,8301,Senior Software Engineer,8,8,1950,0,Черкаси,до 200 осіб,Аутстафінгова,чоловіча,32,Вища,False,Intermediate (середній),07/07/2017 9:47:34,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",8.0,8.0,1950,Java
8303,8304,Software Engineer,4,4,2350,500,Харків,до 1000 осіб,Аутсорсингова,чоловіча,23,Вища,False,Upper-Intermediate (вище середнього),07/07/2017 10:19:47,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",4.0,4.0,2350,C#/.NET
8304,8305,Senior Software Engineer,5,3,3500,-180,Київ,до 50 осіб,Аутстафінгова,чоловіча,27,Вища,False,Advanced (просунутий),07/07/2017 10:28:47,"Mozilla/5.0 (Linux; Android 7.1.2; Pixel Build/NJH47B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36",5.0,3.0,3500,Java
8305,8306,Senior Software Engineer,10 і більше років,3,900,-600,Дніпро,до 50 осіб,Інша,чоловіча,45,Вища,False,Intermediate (середній),07/07/2017 10:42:30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",10.0,3.0,900,1С
8306,8307,Senior Software Engineer,6,5,4000,1500,Львів,до 200 осіб,Аутсорсингова,чоловіча,29,Вища,False,Pre-intermediate (нище середнього),07/07/2017 10:58:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",6.0,5.0,4000,C#/.NET
8309,8310,Software Engineer,3,менше 3 місяців,2500,900,Київ,до 1000 осіб,Продуктова,чоловіча,23,Неповна Вища,False,Upper-Intermediate (вище середнього),07/07/2017 11:14:12,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",3.0,0.0,2500,Swift
8310,8311,Software Engineer,9,0.5,2660,500,Харків,до 200 осіб,Аутстафінгова,чоловіча,31,Вища,False,Intermediate (середній),07/07/2017 11:31:58,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",9.0,0.5,2660,JavaScript
8312,8313,Software Engineer,3,3,1800,400,Львів,до 1000 осіб,Аутсорсингова,чоловіча,24,Вища,False,Intermediate (середній),07/07/2017 11:58:45,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,3.0,1800,JavaScript
8314,8315,Software Engineer,4,1.5,1200,350,Рівне,більше 1000 осіб,Аутсорсингова,чоловіча,26,Вища,False,Intermediate (середній),07/07/2017 12:10:04,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3150.0 Safari/537.36",4.0,1.5,1200,C#/.NET
8315,8316,Junior Software Engineer,0.5,0.5,100,100,Київ,до 50 осіб,Аутсорсингова,чоловіча,20,Неповна Вища,True,Intermediate (середній),07/07/2017 12:13:45,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",0.5,0.5,100,C#/.NET
8319,8320,Junior Software Engineer,0.5,0.5,500,200,Львів,до 10 осіб,Аутсорсингова,чоловіча,23,Вища,False,Pre-intermediate (нище середнього),07/07/2017 12:33:10,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0,0.5,0.5,500,Java
8324,8325,Junior Software Engineer,1,1,900,300,Київ,до 50 осіб,Продуктова,чоловіча,28,Вища,False,Upper-Intermediate (вище середнього),07/07/2017 13:02:09,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.0,1.0,900,Java
8330,8331,Junior Software Engineer,1.5,0.5,1330,630,Київ,до 200 осіб,Аутсорсингова,чоловіча,27,Вища,False,Upper-Intermediate (вище середнього),07/07/2017 13:41:37,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.5,0.5,1330,JavaScript
8331,8332,Software Engineer,4,0.5,2000,200,Київ,до 10 осіб,Продуктова,чоловіча,29,Вища,False,Pre-intermediate (нище середнього),07/07/2017 13:49:26,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36",4.0,0.5,2000,PHP
8332,8333,Junior Software Engineer,менше 3 місяців,менше 3 місяців,300,0,Львів,до 10 осіб,Інша,чоловіча,20,Неповна Вища,True,Intermediate (середній),07/07/2017 13:49:55,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",0.0,0.0,300,Java
8333,8334,Technical Lead,4,4,1000,150,Черкаси,до 200 осіб,Аутсорсингова,чоловіча,32,Вища,False,Pre-intermediate (нище середнього),07/07/2017 13:59:42,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",4.0,4.0,1000,PHP
8334,8335,Software Engineer,1,1,400,100,Харків,до 10 осіб,Продуктова,чоловіча,29,Вища,False,Intermediate (середній),07/07/2017 14:01:50,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0,1.0,1.0,400,C++
8337,8338,Junior Software Engineer,2,менше 3 місяців,200,-200,Київ,до 50 осіб,Аутсорсингова,чоловіча,24,Вища,False,Intermediate (середній),07/07/2017 14:15:03,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",2.0,0.0,200,Other
8341,8342,Technical Lead,9,1,3550,150,Львів,більше 1000 осіб,Аутсорсингова,чоловіча,30,Вища,False,Upper-Intermediate (вище середнього),07/07/2017 14:38:02,"Mozilla/5.0 (Linux; Android 7.0; SM-A510F Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.3071.125 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/131.0.0.32.69;]",9.0,1.0,3550,Java
8343,8344,Technical Lead,8,1.5,4300,0,Київ,до 1000 осіб,Аутсорсингова,чоловіча,34,Кандидат,False,Upper-Intermediate (вище середнього),07/07/2017 14:53:51,"Mozilla/5.0 (iPad; CPU OS 11_0 like Mac OS X) AppleWebKit/604.1.25 (KHTML, like Gecko) Version/11.0 Mobile/15A5304j Safari/604.1",8.0,1.5,4300,C#/.NET
8344,8345,Junior Software Engineer,1.5,1,1000,300,Київ,до 10 осіб,Продуктова,чоловіча,23,Вища,True,Intermediate (середній),07/07/2017 14:59:53,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/59.0.3071.109 Chrome/59.0.3071.109 Safari/537.36",1.5,1.0,1000,C++
8345,8346,Senior Software Engineer,10 і більше років,1.5,3400,200,Львів,більше 1000 осіб,Аутсорсингова,чоловіча,34,Вища,False,Upper-Intermediate (вище середнього),07/07/2017 15:04:02,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",10.0,1.5,3400,C#/.NET
8347,8348,Software Engineer,3,менше 3 місяців,2600,1100,Львів,до 1000 осіб,Аутстафінгова,чоловіча,33,Неповна Вища,False,Upper-Intermediate (вище середнього),07/07/2017 15:18:07,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,0.0,2600,JavaScript
8349,8350,Senior Software Engineer,4,1,2500,1500,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,25,Вища,False,Pre-intermediate (нище середнього),07/07/2017 15:32:12,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",4.0,1.0,2500,Java
